----------------------------------------
Begin PBS Prologue Fri Jan 27 19:45:02 EST 2017 1485564302
Job ID:		77173546.gm-1r16-n04.guillimin.clumeq.ca
Username:	akashi
Group:		rck-371-01
Nodes:		aw-4r14-n19
End PBS Prologue Fri Jan 27 19:45:02 EST 2017 1485564302
----------------------------------------
Unsteady: 100000, 1.000000, 0, 0, vanleer, 0.200000, 0.200000, 1
setup: Selected Van Leer flux
Euler1dExplicit: Using 1-stage TVD RK scheme; loaded coefficients.
Euler1dExplicit: run(): Step 25690 - Time = 0.033373
Euler1dExplicit: run(): Step 25700 - Time = 0.033386
Euler1dExplicit: run(): Step 25710 - Time = 0.033399
Euler1dExplicit: run(): Step 25720 - Time = 0.033412
Euler1dExplicit: run(): Step 25730 - Time = 0.033425
Euler1dExplicit: run(): Step 25740 - Time = 0.033438
Euler1dExplicit: run(): Step 25750 - Time = 0.033451
Euler1dExplicit: run(): Step 25760 - Time = 0.033464
Euler1dExplicit: run(): Step 25770 - Time = 0.033477
Euler1dExplicit: run(): Step 25780 - Time = 0.033490
Euler1dExplicit: run(): Step 25790 - Time = 0.033503
Euler1dExplicit: run(): Step 25800 - Time = 0.033516
Euler1dExplicit: run(): Step 25810 - Time = 0.033529
Euler1dExplicit: run(): Step 25820 - Time = 0.033542
Euler1dExplicit: run(): Step 25830 - Time = 0.033555
Euler1dExplicit: run(): Step 25840 - Time = 0.033568
Euler1dExplicit: run(): Step 25850 - Time = 0.033581
Euler1dExplicit: run(): Step 25860 - Time = 0.033594
Euler1dExplicit: run(): Step 25870 - Time = 0.033607
Euler1dExplicit: run(): Step 25880 - Time = 0.033620
Euler1dExplicit: run(): Step 25890 - Time = 0.033633
Euler1dExplicit: run(): Step 25900 - Time = 0.033646
Euler1dExplicit: run(): Step 25910 - Time = 0.033659
Euler1dExplicit: run(): Step 25920 - Time = 0.033672
Euler1dExplicit: run(): Step 25930 - Time = 0.033685
Euler1dExplicit: run(): Step 25940 - Time = 0.033698
Euler1dExplicit: run(): Step 25950 - Time = 0.033711
Euler1dExplicit: run(): Step 25960 - Time = 0.033724
Euler1dExplicit: run(): Step 25970 - Time = 0.033737
Euler1dExplicit: run(): Step 25980 - Time = 0.033750
Euler1dExplicit: run(): Step 25990 - Time = 0.033763
Euler1dExplicit: run(): Step 26000 - Time = 0.033776
Euler1dExplicit: run(): Step 26010 - Time = 0.033789
Euler1dExplicit: run(): Step 26020 - Time = 0.033802
Euler1dExplicit: run(): Step 26030 - Time = 0.033815
Euler1dExplicit: run(): Step 26040 - Time = 0.033828
Euler1dExplicit: run(): Step 26050 - Time = 0.033841
Euler1dExplicit: run(): Step 26060 - Time = 0.033854
Euler1dExplicit: run(): Step 26070 - Time = 0.033867
Euler1dExplicit: run(): Step 26080 - Time = 0.033880
Euler1dExplicit: run(): Step 26090 - Time = 0.033893
Euler1dExplicit: run(): Step 26100 - Time = 0.033906
Euler1dExplicit: run(): Step 26110 - Time = 0.033919
Euler1dExplicit: run(): Step 26120 - Time = 0.033932
Euler1dExplicit: run(): Step 26130 - Time = 0.033945
Euler1dExplicit: run(): Step 26140 - Time = 0.033958
Euler1dExplicit: run(): Step 26150 - Time = 0.033971
Euler1dExplicit: run(): Step 26160 - Time = 0.033984
Euler1dExplicit: run(): Step 26170 - Time = 0.033997
Euler1dExplicit: run(): Step 26180 - Time = 0.034010
Euler1dExplicit: run(): Step 26190 - Time = 0.034023
Euler1dExplicit: run(): Step 26200 - Time = 0.034036
Euler1dExplicit: run(): Step 26210 - Time = 0.034049
Euler1dExplicit: run(): Step 26220 - Time = 0.034062
Euler1dExplicit: run(): Step 26230 - Time = 0.034075
Euler1dExplicit: run(): Step 26240 - Time = 0.034088
Euler1dExplicit: run(): Step 26250 - Time = 0.034101
Euler1dExplicit: run(): Step 26260 - Time = 0.034114
Euler1dExplicit: run(): Step 26270 - Time = 0.034127
Euler1dExplicit: run(): Step 26280 - Time = 0.034140
Euler1dExplicit: run(): Step 26290 - Time = 0.034153
Euler1dExplicit: run(): Step 26300 - Time = 0.034166
Euler1dExplicit: run(): Step 26310 - Time = 0.034179
Euler1dExplicit: run(): Step 26320 - Time = 0.034192
Euler1dExplicit: run(): Step 26330 - Time = 0.034205
Euler1dExplicit: run(): Step 26340 - Time = 0.034218
Euler1dExplicit: run(): Step 26350 - Time = 0.034231
Euler1dExplicit: run(): Step 26360 - Time = 0.034244
Euler1dExplicit: run(): Step 26370 - Time = 0.034257
Euler1dExplicit: run(): Step 26380 - Time = 0.034270
Euler1dExplicit: run(): Step 26390 - Time = 0.034283
Euler1dExplicit: run(): Step 26400 - Time = 0.034296
Euler1dExplicit: run(): Step 26410 - Time = 0.034309
Euler1dExplicit: run(): Step 26420 - Time = 0.034322
Euler1dExplicit: run(): Step 26430 - Time = 0.034335
Euler1dExplicit: run(): Step 26440 - Time = 0.034348
Euler1dExplicit: run(): Step 26450 - Time = 0.034361
Euler1dExplicit: run(): Step 26460 - Time = 0.034374
Euler1dExplicit: run(): Step 26470 - Time = 0.034387
Euler1dExplicit: run(): Step 26480 - Time = 0.034400
Euler1dExplicit: run(): Step 26490 - Time = 0.034413
Euler1dExplicit: run(): Step 26500 - Time = 0.034426
Euler1dExplicit: run(): Step 26510 - Time = 0.034439
Euler1dExplicit: run(): Step 26520 - Time = 0.034452
Euler1dExplicit: run(): Step 26530 - Time = 0.034465
Euler1dExplicit: run(): Step 26540 - Time = 0.034478
Euler1dExplicit: run(): Step 26550 - Time = 0.034491
Euler1dExplicit: run(): Step 26560 - Time = 0.034504
Euler1dExplicit: run(): Step 26570 - Time = 0.034517
Euler1dExplicit: run(): Step 26580 - Time = 0.034530
Euler1dExplicit: run(): Step 26590 - Time = 0.034543
Euler1dExplicit: run(): Step 26600 - Time = 0.034556
Euler1dExplicit: run(): Step 26610 - Time = 0.034569
Euler1dExplicit: run(): Step 26620 - Time = 0.034582
Euler1dExplicit: run(): Step 26630 - Time = 0.034595
Euler1dExplicit: run(): Step 26640 - Time = 0.034608
Euler1dExplicit: run(): Step 26650 - Time = 0.034621
Euler1dExplicit: run(): Step 26660 - Time = 0.034633
Euler1dExplicit: run(): Step 26670 - Time = 0.034646
Euler1dExplicit: run(): Step 26680 - Time = 0.034659
Euler1dExplicit: run(): Step 26690 - Time = 0.034672
Euler1dExplicit: run(): Step 26700 - Time = 0.034685
Euler1dExplicit: run(): Step 26710 - Time = 0.034698
Euler1dExplicit: run(): Step 26720 - Time = 0.034711
Euler1dExplicit: run(): Step 26730 - Time = 0.034724
Euler1dExplicit: run(): Step 26740 - Time = 0.034737
Euler1dExplicit: run(): Step 26750 - Time = 0.034750
Euler1dExplicit: run(): Step 26760 - Time = 0.034763
Euler1dExplicit: run(): Step 26770 - Time = 0.034776
Euler1dExplicit: run(): Step 26780 - Time = 0.034789
Euler1dExplicit: run(): Step 26790 - Time = 0.034802
Euler1dExplicit: run(): Step 26800 - Time = 0.034815
Euler1dExplicit: run(): Step 26810 - Time = 0.034828
Euler1dExplicit: run(): Step 26820 - Time = 0.034841
Euler1dExplicit: run(): Step 26830 - Time = 0.034854
Euler1dExplicit: run(): Step 26840 - Time = 0.034867
Euler1dExplicit: run(): Step 26850 - Time = 0.034880
Euler1dExplicit: run(): Step 26860 - Time = 0.034893
Euler1dExplicit: run(): Step 26870 - Time = 0.034906
Euler1dExplicit: run(): Step 26880 - Time = 0.034919
Euler1dExplicit: run(): Step 26890 - Time = 0.034932
Euler1dExplicit: run(): Step 26900 - Time = 0.034945
Euler1dExplicit: run(): Step 26910 - Time = 0.034958
Euler1dExplicit: run(): Step 26920 - Time = 0.034971
Euler1dExplicit: run(): Step 26930 - Time = 0.034984
Euler1dExplicit: run(): Step 26940 - Time = 0.034997
Euler1dExplicit: run(): Step 26950 - Time = 0.035010
Euler1dExplicit: run(): Step 26960 - Time = 0.035023
Euler1dExplicit: run(): Step 26970 - Time = 0.035036
Euler1dExplicit: run(): Step 26980 - Time = 0.035049
Euler1dExplicit: run(): Step 26990 - Time = 0.035062
Euler1dExplicit: run(): Step 27000 - Time = 0.035075
Euler1dExplicit: run(): Step 27010 - Time = 0.035088
Euler1dExplicit: run(): Step 27020 - Time = 0.035101
Euler1dExplicit: run(): Step 27030 - Time = 0.035114
Euler1dExplicit: run(): Step 27040 - Time = 0.035127
Euler1dExplicit: run(): Step 27050 - Time = 0.035140
Euler1dExplicit: run(): Step 27060 - Time = 0.035153
Euler1dExplicit: run(): Step 27070 - Time = 0.035166
Euler1dExplicit: run(): Step 27080 - Time = 0.035179
Euler1dExplicit: run(): Step 27090 - Time = 0.035192
Euler1dExplicit: run(): Step 27100 - Time = 0.035205
Euler1dExplicit: run(): Step 27110 - Time = 0.035218
Euler1dExplicit: run(): Step 27120 - Time = 0.035231
Euler1dExplicit: run(): Step 27130 - Time = 0.035244
Euler1dExplicit: run(): Step 27140 - Time = 0.035257
Euler1dExplicit: run(): Step 27150 - Time = 0.035270
Euler1dExplicit: run(): Step 27160 - Time = 0.035283
Euler1dExplicit: run(): Step 27170 - Time = 0.035296
Euler1dExplicit: run(): Step 27180 - Time = 0.035309
Euler1dExplicit: run(): Step 27190 - Time = 0.035322
Euler1dExplicit: run(): Step 27200 - Time = 0.035335
Euler1dExplicit: run(): Step 27210 - Time = 0.035348
Euler1dExplicit: run(): Step 27220 - Time = 0.035361
Euler1dExplicit: run(): Step 27230 - Time = 0.035374
Euler1dExplicit: run(): Step 27240 - Time = 0.035387
Euler1dExplicit: run(): Step 27250 - Time = 0.035400
Euler1dExplicit: run(): Step 27260 - Time = 0.035413
Euler1dExplicit: run(): Step 27270 - Time = 0.035426
Euler1dExplicit: run(): Step 27280 - Time = 0.035439
Euler1dExplicit: run(): Step 27290 - Time = 0.035452
Euler1dExplicit: run(): Step 27300 - Time = 0.035465
Euler1dExplicit: run(): Step 27310 - Time = 0.035478
Euler1dExplicit: run(): Step 27320 - Time = 0.035491
Euler1dExplicit: run(): Step 27330 - Time = 0.035504
Euler1dExplicit: run(): Step 27340 - Time = 0.035517
Euler1dExplicit: run(): Step 27350 - Time = 0.035530
Euler1dExplicit: run(): Step 27360 - Time = 0.035543
Euler1dExplicit: run(): Step 27370 - Time = 0.035556
Euler1dExplicit: run(): Step 27380 - Time = 0.035569
Euler1dExplicit: run(): Step 27390 - Time = 0.035582
Euler1dExplicit: run(): Step 27400 - Time = 0.035595
Euler1dExplicit: run(): Step 27410 - Time = 0.035608
Euler1dExplicit: run(): Step 27420 - Time = 0.035621
Euler1dExplicit: run(): Step 27430 - Time = 0.035634
Euler1dExplicit: run(): Step 27440 - Time = 0.035647
Euler1dExplicit: run(): Step 27450 - Time = 0.035660
Euler1dExplicit: run(): Step 27460 - Time = 0.035673
Euler1dExplicit: run(): Step 27470 - Time = 0.035686
Euler1dExplicit: run(): Step 27480 - Time = 0.035699
Euler1dExplicit: run(): Step 27490 - Time = 0.035712
Euler1dExplicit: run(): Step 27500 - Time = 0.035725
Euler1dExplicit: run(): Step 27510 - Time = 0.035738
Euler1dExplicit: run(): Step 27520 - Time = 0.035751
Euler1dExplicit: run(): Step 27530 - Time = 0.035764
Euler1dExplicit: run(): Step 27540 - Time = 0.035777
Euler1dExplicit: run(): Step 27550 - Time = 0.035790
Euler1dExplicit: run(): Step 27560 - Time = 0.035803
Euler1dExplicit: run(): Step 27570 - Time = 0.035816
Euler1dExplicit: run(): Step 27580 - Time = 0.035829
Euler1dExplicit: run(): Step 27590 - Time = 0.035842
Euler1dExplicit: run(): Step 27600 - Time = 0.035855
Euler1dExplicit: run(): Step 27610 - Time = 0.035868
Euler1dExplicit: run(): Step 27620 - Time = 0.035881
Euler1dExplicit: run(): Step 27630 - Time = 0.035894
Euler1dExplicit: run(): Step 27640 - Time = 0.035906
Euler1dExplicit: run(): Step 27650 - Time = 0.035919
Euler1dExplicit: run(): Step 27660 - Time = 0.035932
Euler1dExplicit: run(): Step 27670 - Time = 0.035945
Euler1dExplicit: run(): Step 27680 - Time = 0.035958
Euler1dExplicit: run(): Step 27690 - Time = 0.035971
Euler1dExplicit: run(): Step 27700 - Time = 0.035984
Euler1dExplicit: run(): Step 27710 - Time = 0.035997
Euler1dExplicit: run(): Step 27720 - Time = 0.036010
Euler1dExplicit: run(): Step 27730 - Time = 0.036023
Euler1dExplicit: run(): Step 27740 - Time = 0.036036
Euler1dExplicit: run(): Step 27750 - Time = 0.036049
Euler1dExplicit: run(): Step 27760 - Time = 0.036062
Euler1dExplicit: run(): Step 27770 - Time = 0.036075
Euler1dExplicit: run(): Step 27780 - Time = 0.036088
Euler1dExplicit: run(): Step 27790 - Time = 0.036101
Euler1dExplicit: run(): Step 27800 - Time = 0.036114
Euler1dExplicit: run(): Step 27810 - Time = 0.036127
Euler1dExplicit: run(): Step 27820 - Time = 0.036140
Euler1dExplicit: run(): Step 27830 - Time = 0.036153
Euler1dExplicit: run(): Step 27840 - Time = 0.036166
Euler1dExplicit: run(): Step 27850 - Time = 0.036179
Euler1dExplicit: run(): Step 27860 - Time = 0.036192
Euler1dExplicit: run(): Step 27870 - Time = 0.036205
Euler1dExplicit: run(): Step 27880 - Time = 0.036218
Euler1dExplicit: run(): Step 27890 - Time = 0.036231
Euler1dExplicit: run(): Step 27900 - Time = 0.036244
Euler1dExplicit: run(): Step 27910 - Time = 0.036257
Euler1dExplicit: run(): Step 27920 - Time = 0.036270
Euler1dExplicit: run(): Step 27930 - Time = 0.036283
Euler1dExplicit: run(): Step 27940 - Time = 0.036296
Euler1dExplicit: run(): Step 27950 - Time = 0.036309
Euler1dExplicit: run(): Step 27960 - Time = 0.036322
Euler1dExplicit: run(): Step 27970 - Time = 0.036335
Euler1dExplicit: run(): Step 27980 - Time = 0.036348
Euler1dExplicit: run(): Step 27990 - Time = 0.036361
Euler1dExplicit: run(): Step 28000 - Time = 0.036374
Euler1dExplicit: run(): Step 28010 - Time = 0.036387
Euler1dExplicit: run(): Step 28020 - Time = 0.036400
Euler1dExplicit: run(): Step 28030 - Time = 0.036413
Euler1dExplicit: run(): Step 28040 - Time = 0.036426
Euler1dExplicit: run(): Step 28050 - Time = 0.036439
Euler1dExplicit: run(): Step 28060 - Time = 0.036452
Euler1dExplicit: run(): Step 28070 - Time = 0.036465
Euler1dExplicit: run(): Step 28080 - Time = 0.036478
Euler1dExplicit: run(): Step 28090 - Time = 0.036491
Euler1dExplicit: run(): Step 28100 - Time = 0.036504
Euler1dExplicit: run(): Step 28110 - Time = 0.036517
Euler1dExplicit: run(): Step 28120 - Time = 0.036530
Euler1dExplicit: run(): Step 28130 - Time = 0.036543
Euler1dExplicit: run(): Step 28140 - Time = 0.036556
Euler1dExplicit: run(): Step 28150 - Time = 0.036569
Euler1dExplicit: run(): Step 28160 - Time = 0.036582
Euler1dExplicit: run(): Step 28170 - Time = 0.036595
Euler1dExplicit: run(): Step 28180 - Time = 0.036608
Euler1dExplicit: run(): Step 28190 - Time = 0.036621
Euler1dExplicit: run(): Step 28200 - Time = 0.036634
Euler1dExplicit: run(): Step 28210 - Time = 0.036647
Euler1dExplicit: run(): Step 28220 - Time = 0.036660
Euler1dExplicit: run(): Step 28230 - Time = 0.036673
Euler1dExplicit: run(): Step 28240 - Time = 0.036686
Euler1dExplicit: run(): Step 28250 - Time = 0.036699
Euler1dExplicit: run(): Step 28260 - Time = 0.036712
Euler1dExplicit: run(): Step 28270 - Time = 0.036725
Euler1dExplicit: run(): Step 28280 - Time = 0.036738
Euler1dExplicit: run(): Step 28290 - Time = 0.036751
Euler1dExplicit: run(): Step 28300 - Time = 0.036764
Euler1dExplicit: run(): Step 28310 - Time = 0.036777
Euler1dExplicit: run(): Step 28320 - Time = 0.036790
Euler1dExplicit: run(): Step 28330 - Time = 0.036803
Euler1dExplicit: run(): Step 28340 - Time = 0.036816
Euler1dExplicit: run(): Step 28350 - Time = 0.036829
Euler1dExplicit: run(): Step 28360 - Time = 0.036842
Euler1dExplicit: run(): Step 28370 - Time = 0.036855
Euler1dExplicit: run(): Step 28380 - Time = 0.036868
Euler1dExplicit: run(): Step 28390 - Time = 0.036881
Euler1dExplicit: run(): Step 28400 - Time = 0.036894
Euler1dExplicit: run(): Step 28410 - Time = 0.036907
Euler1dExplicit: run(): Step 28420 - Time = 0.036920
Euler1dExplicit: run(): Step 28430 - Time = 0.036933
Euler1dExplicit: run(): Step 28440 - Time = 0.036946
Euler1dExplicit: run(): Step 28450 - Time = 0.036959
Euler1dExplicit: run(): Step 28460 - Time = 0.036972
Euler1dExplicit: run(): Step 28470 - Time = 0.036985
Euler1dExplicit: run(): Step 28480 - Time = 0.036998
Euler1dExplicit: run(): Step 28490 - Time = 0.037011
Euler1dExplicit: run(): Step 28500 - Time = 0.037024
Euler1dExplicit: run(): Step 28510 - Time = 0.037037
Euler1dExplicit: run(): Step 28520 - Time = 0.037050
Euler1dExplicit: run(): Step 28530 - Time = 0.037063
Euler1dExplicit: run(): Step 28540 - Time = 0.037076
Euler1dExplicit: run(): Step 28550 - Time = 0.037089
Euler1dExplicit: run(): Step 28560 - Time = 0.037102
Euler1dExplicit: run(): Step 28570 - Time = 0.037115
Euler1dExplicit: run(): Step 28580 - Time = 0.037128
Euler1dExplicit: run(): Step 28590 - Time = 0.037141
Euler1dExplicit: run(): Step 28600 - Time = 0.037154
Euler1dExplicit: run(): Step 28610 - Time = 0.037167
Euler1dExplicit: run(): Step 28620 - Time = 0.037179
Euler1dExplicit: run(): Step 28630 - Time = 0.037192
Euler1dExplicit: run(): Step 28640 - Time = 0.037205
Euler1dExplicit: run(): Step 28650 - Time = 0.037218
Euler1dExplicit: run(): Step 28660 - Time = 0.037231
Euler1dExplicit: run(): Step 28670 - Time = 0.037244
Euler1dExplicit: run(): Step 28680 - Time = 0.037257
Euler1dExplicit: run(): Step 28690 - Time = 0.037270
Euler1dExplicit: run(): Step 28700 - Time = 0.037283
Euler1dExplicit: run(): Step 28710 - Time = 0.037296
Euler1dExplicit: run(): Step 28720 - Time = 0.037309
Euler1dExplicit: run(): Step 28730 - Time = 0.037322
Euler1dExplicit: run(): Step 28740 - Time = 0.037335
Euler1dExplicit: run(): Step 28750 - Time = 0.037348
Euler1dExplicit: run(): Step 28760 - Time = 0.037361
Euler1dExplicit: run(): Step 28770 - Time = 0.037374
Euler1dExplicit: run(): Step 28780 - Time = 0.037387
Euler1dExplicit: run(): Step 28790 - Time = 0.037400
Euler1dExplicit: run(): Step 28800 - Time = 0.037413
Euler1dExplicit: run(): Step 28810 - Time = 0.037426
Euler1dExplicit: run(): Step 28820 - Time = 0.037439
Euler1dExplicit: run(): Step 28830 - Time = 0.037452
Euler1dExplicit: run(): Step 28840 - Time = 0.037465
Euler1dExplicit: run(): Step 28850 - Time = 0.037478
Euler1dExplicit: run(): Step 28860 - Time = 0.037491
Euler1dExplicit: run(): Step 28870 - Time = 0.037504
Euler1dExplicit: run(): Step 28880 - Time = 0.037517
Euler1dExplicit: run(): Step 28890 - Time = 0.037530
Euler1dExplicit: run(): Step 28900 - Time = 0.037543
Euler1dExplicit: run(): Step 28910 - Time = 0.037556
Euler1dExplicit: run(): Step 28920 - Time = 0.037569
Euler1dExplicit: run(): Step 28930 - Time = 0.037582
Euler1dExplicit: run(): Step 28940 - Time = 0.037595
Euler1dExplicit: run(): Step 28950 - Time = 0.037608
Euler1dExplicit: run(): Step 28960 - Time = 0.037621
Euler1dExplicit: run(): Step 28970 - Time = 0.037634
Euler1dExplicit: run(): Step 28980 - Time = 0.037647
Euler1dExplicit: run(): Step 28990 - Time = 0.037660
Euler1dExplicit: run(): Step 29000 - Time = 0.037673
Euler1dExplicit: run(): Step 29010 - Time = 0.037686
Euler1dExplicit: run(): Step 29020 - Time = 0.037699
Euler1dExplicit: run(): Step 29030 - Time = 0.037712
Euler1dExplicit: run(): Step 29040 - Time = 0.037725
Euler1dExplicit: run(): Step 29050 - Time = 0.037738
Euler1dExplicit: run(): Step 29060 - Time = 0.037751
Euler1dExplicit: run(): Step 29070 - Time = 0.037764
Euler1dExplicit: run(): Step 29080 - Time = 0.037777
Euler1dExplicit: run(): Step 29090 - Time = 0.037790
Euler1dExplicit: run(): Step 29100 - Time = 0.037803
Euler1dExplicit: run(): Step 29110 - Time = 0.037816
Euler1dExplicit: run(): Step 29120 - Time = 0.037829
Euler1dExplicit: run(): Step 29130 - Time = 0.037842
Euler1dExplicit: run(): Step 29140 - Time = 0.037855
Euler1dExplicit: run(): Step 29150 - Time = 0.037868
Euler1dExplicit: run(): Step 29160 - Time = 0.037881
Euler1dExplicit: run(): Step 29170 - Time = 0.037894
Euler1dExplicit: run(): Step 29180 - Time = 0.037907
Euler1dExplicit: run(): Step 29190 - Time = 0.037920
Euler1dExplicit: run(): Step 29200 - Time = 0.037933
Euler1dExplicit: run(): Step 29210 - Time = 0.037946
Euler1dExplicit: run(): Step 29220 - Time = 0.037959
Euler1dExplicit: run(): Step 29230 - Time = 0.037972
Euler1dExplicit: run(): Step 29240 - Time = 0.037985
Euler1dExplicit: run(): Step 29250 - Time = 0.037998
Euler1dExplicit: run(): Step 29260 - Time = 0.038011
Euler1dExplicit: run(): Step 29270 - Time = 0.038024
Euler1dExplicit: run(): Step 29280 - Time = 0.038037
Euler1dExplicit: run(): Step 29290 - Time = 0.038050
Euler1dExplicit: run(): Step 29300 - Time = 0.038063
Euler1dExplicit: run(): Step 29310 - Time = 0.038076
Euler1dExplicit: run(): Step 29320 - Time = 0.038089
Euler1dExplicit: run(): Step 29330 - Time = 0.038102
Euler1dExplicit: run(): Step 29340 - Time = 0.038115
Euler1dExplicit: run(): Step 29350 - Time = 0.038128
Euler1dExplicit: run(): Step 29360 - Time = 0.038141
Euler1dExplicit: run(): Step 29370 - Time = 0.038154
Euler1dExplicit: run(): Step 29380 - Time = 0.038167
Euler1dExplicit: run(): Step 29390 - Time = 0.038180
Euler1dExplicit: run(): Step 29400 - Time = 0.038193
Euler1dExplicit: run(): Step 29410 - Time = 0.038206
Euler1dExplicit: run(): Step 29420 - Time = 0.038219
Euler1dExplicit: run(): Step 29430 - Time = 0.038232
Euler1dExplicit: run(): Step 29440 - Time = 0.038245
Euler1dExplicit: run(): Step 29450 - Time = 0.038258
Euler1dExplicit: run(): Step 29460 - Time = 0.038271
Euler1dExplicit: run(): Step 29470 - Time = 0.038284
Euler1dExplicit: run(): Step 29480 - Time = 0.038297
Euler1dExplicit: run(): Step 29490 - Time = 0.038310
Euler1dExplicit: run(): Step 29500 - Time = 0.038323
Euler1dExplicit: run(): Step 29510 - Time = 0.038336
Euler1dExplicit: run(): Step 29520 - Time = 0.038349
Euler1dExplicit: run(): Step 29530 - Time = 0.038362
Euler1dExplicit: run(): Step 29540 - Time = 0.038375
Euler1dExplicit: run(): Step 29550 - Time = 0.038388
Euler1dExplicit: run(): Step 29560 - Time = 0.038401
Euler1dExplicit: run(): Step 29570 - Time = 0.038414
Euler1dExplicit: run(): Step 29580 - Time = 0.038427
Euler1dExplicit: run(): Step 29590 - Time = 0.038440
Euler1dExplicit: run(): Step 29600 - Time = 0.038452
Euler1dExplicit: run(): Step 29610 - Time = 0.038465
Euler1dExplicit: run(): Step 29620 - Time = 0.038478
Euler1dExplicit: run(): Step 29630 - Time = 0.038491
Euler1dExplicit: run(): Step 29640 - Time = 0.038504
Euler1dExplicit: run(): Step 29650 - Time = 0.038517
Euler1dExplicit: run(): Step 29660 - Time = 0.038530
Euler1dExplicit: run(): Step 29670 - Time = 0.038543
Euler1dExplicit: run(): Step 29680 - Time = 0.038556
Euler1dExplicit: run(): Step 29690 - Time = 0.038569
Euler1dExplicit: run(): Step 29700 - Time = 0.038582
Euler1dExplicit: run(): Step 29710 - Time = 0.038595
Euler1dExplicit: run(): Step 29720 - Time = 0.038608
Euler1dExplicit: run(): Step 29730 - Time = 0.038621
Euler1dExplicit: run(): Step 29740 - Time = 0.038634
Euler1dExplicit: run(): Step 29750 - Time = 0.038647
Euler1dExplicit: run(): Step 29760 - Time = 0.038660
Euler1dExplicit: run(): Step 29770 - Time = 0.038673
Euler1dExplicit: run(): Step 29780 - Time = 0.038686
Euler1dExplicit: run(): Step 29790 - Time = 0.038699
Euler1dExplicit: run(): Step 29800 - Time = 0.038712
Euler1dExplicit: run(): Step 29810 - Time = 0.038725
Euler1dExplicit: run(): Step 29820 - Time = 0.038738
Euler1dExplicit: run(): Step 29830 - Time = 0.038751
Euler1dExplicit: run(): Step 29840 - Time = 0.038764
Euler1dExplicit: run(): Step 29850 - Time = 0.038777
Euler1dExplicit: run(): Step 29860 - Time = 0.038790
Euler1dExplicit: run(): Step 29870 - Time = 0.038803
Euler1dExplicit: run(): Step 29880 - Time = 0.038816
Euler1dExplicit: run(): Step 29890 - Time = 0.038829
Euler1dExplicit: run(): Step 29900 - Time = 0.038842
Euler1dExplicit: run(): Step 29910 - Time = 0.038855
Euler1dExplicit: run(): Step 29920 - Time = 0.038868
Euler1dExplicit: run(): Step 29930 - Time = 0.038881
Euler1dExplicit: run(): Step 29940 - Time = 0.038894
Euler1dExplicit: run(): Step 29950 - Time = 0.038907
Euler1dExplicit: run(): Step 29960 - Time = 0.038920
Euler1dExplicit: run(): Step 29970 - Time = 0.038933
Euler1dExplicit: run(): Step 29980 - Time = 0.038946
Euler1dExplicit: run(): Step 29990 - Time = 0.038959
Euler1dExplicit: run(): Step 30000 - Time = 0.038972
Euler1dExplicit: run(): Step 30010 - Time = 0.038985
Euler1dExplicit: run(): Step 30020 - Time = 0.038998
Euler1dExplicit: run(): Step 30030 - Time = 0.039011
Euler1dExplicit: run(): Step 30040 - Time = 0.039024
Euler1dExplicit: run(): Step 30050 - Time = 0.039037
Euler1dExplicit: run(): Step 30060 - Time = 0.039050
Euler1dExplicit: run(): Step 30070 - Time = 0.039063
Euler1dExplicit: run(): Step 30080 - Time = 0.039076
Euler1dExplicit: run(): Step 30090 - Time = 0.039089
Euler1dExplicit: run(): Step 30100 - Time = 0.039102
Euler1dExplicit: run(): Step 30110 - Time = 0.039115
Euler1dExplicit: run(): Step 30120 - Time = 0.039128
Euler1dExplicit: run(): Step 30130 - Time = 0.039141
Euler1dExplicit: run(): Step 30140 - Time = 0.039154
Euler1dExplicit: run(): Step 30150 - Time = 0.039167
Euler1dExplicit: run(): Step 30160 - Time = 0.039180
Euler1dExplicit: run(): Step 30170 - Time = 0.039193
Euler1dExplicit: run(): Step 30180 - Time = 0.039206
Euler1dExplicit: run(): Step 30190 - Time = 0.039219
Euler1dExplicit: run(): Step 30200 - Time = 0.039232
Euler1dExplicit: run(): Step 30210 - Time = 0.039245
Euler1dExplicit: run(): Step 30220 - Time = 0.039258
Euler1dExplicit: run(): Step 30230 - Time = 0.039271
Euler1dExplicit: run(): Step 30240 - Time = 0.039284
Euler1dExplicit: run(): Step 30250 - Time = 0.039297
Euler1dExplicit: run(): Step 30260 - Time = 0.039310
Euler1dExplicit: run(): Step 30270 - Time = 0.039323
Euler1dExplicit: run(): Step 30280 - Time = 0.039336
Euler1dExplicit: run(): Step 30290 - Time = 0.039349
Euler1dExplicit: run(): Step 30300 - Time = 0.039362
Euler1dExplicit: run(): Step 30310 - Time = 0.039375
Euler1dExplicit: run(): Step 30320 - Time = 0.039388
Euler1dExplicit: run(): Step 30330 - Time = 0.039401
Euler1dExplicit: run(): Step 30340 - Time = 0.039414
Euler1dExplicit: run(): Step 30350 - Time = 0.039427
Euler1dExplicit: run(): Step 30360 - Time = 0.039440
Euler1dExplicit: run(): Step 30370 - Time = 0.039453
Euler1dExplicit: run(): Step 30380 - Time = 0.039466
Euler1dExplicit: run(): Step 30390 - Time = 0.039479
Euler1dExplicit: run(): Step 30400 - Time = 0.039492
Euler1dExplicit: run(): Step 30410 - Time = 0.039505
Euler1dExplicit: run(): Step 30420 - Time = 0.039518
