----------------------------------------
Begin PBS Prologue Fri Jan 27 19:45:02 EST 2017 1485564302
Job ID:		77173546.gm-1r16-n04.guillimin.clumeq.ca
Username:	akashi
Group:		rck-371-01
Nodes:		aw-4r14-n19
End PBS Prologue Fri Jan 27 19:45:02 EST 2017 1485564302
----------------------------------------
Unsteady: 100000, 1.000000, 0, 0, vanleer, 0.200000, 0.200000, 1
setup: Selected Van Leer flux
Euler1dExplicit: Using 1-stage TVD RK scheme; loaded coefficients.
Euler1dExplicit: run(): Step 2680 - Time = 0.003484
Euler1dExplicit: run(): Step 2690 - Time = 0.003497
Euler1dExplicit: run(): Step 2700 - Time = 0.003510
Euler1dExplicit: run(): Step 2710 - Time = 0.003523
Euler1dExplicit: run(): Step 2720 - Time = 0.003536
Euler1dExplicit: run(): Step 2730 - Time = 0.003549
Euler1dExplicit: run(): Step 2740 - Time = 0.003562
Euler1dExplicit: run(): Step 2750 - Time = 0.003575
Euler1dExplicit: run(): Step 2760 - Time = 0.003588
Euler1dExplicit: run(): Step 2770 - Time = 0.003601
Euler1dExplicit: run(): Step 2780 - Time = 0.003614
Euler1dExplicit: run(): Step 2790 - Time = 0.003627
Euler1dExplicit: run(): Step 2800 - Time = 0.003640
Euler1dExplicit: run(): Step 2810 - Time = 0.003653
Euler1dExplicit: run(): Step 2820 - Time = 0.003666
Euler1dExplicit: run(): Step 2830 - Time = 0.003679
Euler1dExplicit: run(): Step 2840 - Time = 0.003692
Euler1dExplicit: run(): Step 2850 - Time = 0.003705
Euler1dExplicit: run(): Step 2860 - Time = 0.003718
Euler1dExplicit: run(): Step 2870 - Time = 0.003731
Euler1dExplicit: run(): Step 2880 - Time = 0.003744
Euler1dExplicit: run(): Step 2890 - Time = 0.003757
Euler1dExplicit: run(): Step 2900 - Time = 0.003770
Euler1dExplicit: run(): Step 2910 - Time = 0.003783
Euler1dExplicit: run(): Step 2920 - Time = 0.003796
Euler1dExplicit: run(): Step 2930 - Time = 0.003809
Euler1dExplicit: run(): Step 2940 - Time = 0.003822
Euler1dExplicit: run(): Step 2950 - Time = 0.003835
Euler1dExplicit: run(): Step 2960 - Time = 0.003848
Euler1dExplicit: run(): Step 2970 - Time = 0.003861
Euler1dExplicit: run(): Step 2980 - Time = 0.003874
Euler1dExplicit: run(): Step 2990 - Time = 0.003887
Euler1dExplicit: run(): Step 3000 - Time = 0.003900
Euler1dExplicit: run(): Step 3010 - Time = 0.003913
Euler1dExplicit: run(): Step 3020 - Time = 0.003926
Euler1dExplicit: run(): Step 3030 - Time = 0.003939
Euler1dExplicit: run(): Step 3040 - Time = 0.003952
Euler1dExplicit: run(): Step 3050 - Time = 0.003965
Euler1dExplicit: run(): Step 3060 - Time = 0.003978
Euler1dExplicit: run(): Step 3070 - Time = 0.003991
Euler1dExplicit: run(): Step 3080 - Time = 0.004004
Euler1dExplicit: run(): Step 3090 - Time = 0.004017
Euler1dExplicit: run(): Step 3100 - Time = 0.004030
Euler1dExplicit: run(): Step 3110 - Time = 0.004043
Euler1dExplicit: run(): Step 3120 - Time = 0.004056
Euler1dExplicit: run(): Step 3130 - Time = 0.004069
Euler1dExplicit: run(): Step 3140 - Time = 0.004081
Euler1dExplicit: run(): Step 3150 - Time = 0.004094
Euler1dExplicit: run(): Step 3160 - Time = 0.004107
Euler1dExplicit: run(): Step 3170 - Time = 0.004120
Euler1dExplicit: run(): Step 3180 - Time = 0.004133
Euler1dExplicit: run(): Step 3190 - Time = 0.004146
Euler1dExplicit: run(): Step 3200 - Time = 0.004159
Euler1dExplicit: run(): Step 3210 - Time = 0.004172
